Calc_Ramp_Ex_nm	Calc_Ramp_Rt_nm	Defl_V_Ex	Defl_V_Rt	
3.408203e+02	1.582031e+02	-4.410000e-01	-4.462500e-01	
3.417969e+02	1.572266e+02	-4.447500e-01	-4.503750e-01	
3.427734e+02	1.562500e+02	-4.417500e-01	-4.481250e-01	
3.437500e+02	1.552734e+02	-4.417500e-01	-4.481250e-01	
3.447266e+02	1.542969e+02	-4.413750e-01	-4.458750e-01	
3.457031e+02	1.533203e+02	-4.428750e-01	-4.485000e-01	
3.466797e+02	1.523438e+02	-4.417500e-01	-4.477500e-01	
3.476563e+02	1.513672e+02	-4.413750e-01	-4.481250e-01	
3.486328e+02	1.503906e+02	-4.406250e-01	-4.466250e-01	
3.496094e+02	1.494141e+02	-4.417500e-01	-4.428750e-01	
3.505859e+02	1.484375e+02	-4.391250e-01	-4.470000e-01	
3.515625e+02	1.474609e+02	-4.413750e-01	-4.492500e-01	
3.525391e+02	1.464844e+02	-4.417500e-01	-4.451250e-01	
3.535156e+02	1.455078e+02	-4.428750e-01	-4.477500e-01	
3.544922e+02	1.445313e+02	-4.413750e-01	-4.440000e-01	
3.554688e+02	1.435547e+02	-4.432500e-01	-4.503750e-01	
3.564453e+02	1.425781e+02	-4.376250e-01	-4.503750e-01	
3.574219e+02	1.416016e+02	-4.395000e-01	-4.481250e-01	
3.583984e+02	1.406250e+02	-4.406250e-01	-4.500000e-01	
3.593750e+02	1.396484e+02	-4.428750e-01	-4.492500e-01	
3.603516e+02	1.386719e+02	-4.421250e-01	-4.462500e-01	
3.613281e+02	1.376953e+02	-4.410000e-01	-4.522500e-01	
3.623047e+02	1.367188e+02	-4.368750e-01	-4.462500e-01	
3.632813e+02	1.357422e+02	-4.402500e-01	-4.462500e-01	
3.642578e+02	1.347656e+02	-4.402500e-01	-4.496250e-01	
3.652344e+02	1.337891e+02	-4.395000e-01	-4.526250e-01	
3.662109e+02	1.328125e+02	-4.402500e-01	-4.447500e-01	
3.671875e+02	1.318359e+02	-4.410000e-01	-4.485000e-01	
3.681641e+02	1.308594e+02	-4.402500e-01	-4.466250e-01	
3.691406e+02	1.298828e+02	-4.387500e-01	-4.481250e-01	
3.701172e+02	1.289063e+02	-4.417500e-01	-4.477500e-01	
3.710938e+02	1.279297e+02	-4.421250e-01	-4.477500e-01	
3.720703e+02	1.269531e+02	-4.402500e-01	-4.447500e-01	
3.730469e+02	1.259766e+02	-4.395000e-01	-4.481250e-01	
3.740234e+02	1.250000e+02	-4.413750e-01	-4.477500e-01	
3.750000e+02	1.240234e+02	-4.402500e-01	-4.511250e-01	
3.759766e+02	1.230469e+02	-4.391250e-01	-4.470000e-01	
3.769531e+02	1.220703e+02	-4.395000e-01	-4.466250e-01	
3.779297e+02	1.210938e+02	-4.391250e-01	-4.485000e-01	
3.789063e+02	1.201172e+02	-4.391250e-01	-4.488750e-01	
3.798828e+02	1.191406e+02	-4.417500e-01	-4.443750e-01	
3.808594e+02	1.181641e+02	-4.398750e-01	-4.485000e-01	
3.818359e+02	1.171875e+02	-4.391250e-01	-4.462500e-01	
